日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-02,252.12,257.9,257.99,250.55,39940437,10452734976.0,3.02,4.82,11.85,0.54
2023-02-03,252.842,251.65,257.5,250.4,29077256,7558285568.0,2.75,-2.42,-6.25,0.39
2023-02-06,250.74,250.07,251.6,248.08,22517997,5781685504.0,1.4,-0.63,-1.58,0.3
2023-02-07,253.83,260.86,262.075,253.38,50841365,13462984704.0,3.48,4.31,10.79,0.68
2023-02-08,266.5,260.03,270.06,259.51,54686049,14788036096.0,4.04,-0.32,-0.83,0.73
2023-02-09,267.1,256.92,267.28,256.1,42375102,11350012672.0,4.3,-1.2,-3.11,0.57
2023-02-10,254.83,256.4,257.39,253.962,25818489,6773758976.0,1.33,-0.2,-0.52,0.35
2023-02-13,260.94,264.62,267.9,260.45,44630921,12121227776.0,2.91,3.21,8.22,0.6
2023-02-14,265.97,265.47,268.27,262.58,37047924,10076634624.0,2.15,0.32,0.85,0.5
2023-02-15,262.3,263.3,264.71,260.16,28962163,7773069056.0,1.71,-0.82,-2.17,0.39
2023-02-16,258.0,256.13,260.72,255.88,29603616,7817824256.0,1.84,-2.72,-7.17,0.4
2023-02-17,253.37,252.04,254.07,249.98,30000055,7729640192.0,1.6,-1.6,-4.09,0.4
2023-02-21,248.46,246.65,249.47,245.57,28397444,7181757696.0,1.55,-2.14,-5.39,0.38
2023-02-22,248.07,245.49,248.32,244.32,22491056,5672899328.0,1.62,-0.47,-1.16,0.3
2023-02-23,249.54,248.75,250.82,244.46,29219095,7419051264.0,2.59,1.33,3.26,0.39
2023-02-24,243.94,243.2,244.98,242.08,24990905,6227486720.0,1.17,-2.23,-5.55,0.34
2023-02-27,246.44,244.14,246.8,243.37,21190042,5309573632.0,1.41,0.39,0.94,0.28
2023-02-28,243.05,243.4,245.47,242.71,22490950,5618924288.0,1.13,-0.3,-0.74,0.3
2023-03-01,244.74,240.25,244.91,239.77,27565259,6820078336.0,2.11,-1.29,-3.15,0.37
2023-03-02,240.53,245.09,245.38,239.59,24833646,6181807616.0,2.41,2.01,4.84,0.33
2023-03-03,246.17,249.27,249.6,245.37,30760136,7831512064.0,1.73,1.71,4.18,0.41
2023-03-06,250.405,250.85,254.1,249.96,24109849,6216412416.0,1.66,0.63,1.58,0.32
2023-03-07,250.28,248.13,251.67,247.37,21473179,5472728576.0,1.71,-1.08,-2.72,0.29
2023-03-08,248.02,247.68,248.522,244.79,17340217,4384197120.0,1.5,-0.18,-0.45,0.23
2023-03-09,249.8,246.3,253.54,245.56,26653387,6803992576.0,3.22,-0.56,-1.38,0.36
2023-03-10,245.06,242.57,246.77,241.58,28333930,7072970752.0,2.11,-1.51,-3.73,0.38
2023-03-13,241.38,247.9,251.89,239.71,33339721,8464404736.0,5.02,2.2,5.33,0.45
2023-03-14,250.73,254.77,255.05,249.84,33620293,8714432512.0,2.1,2.77,6.87,0.45
2023-03-15,253.96,259.42,260.46,253.19,46028047,12138226432.0,2.85,1.83,4.65,0.62
2023-03-16,259.185,270.18,270.54,257.26,54832140,14945657344.0,5.12,4.15,10.76,0.74
2023-03-17,272.24,273.41,277.31,270.3,69527371,19425376512.0,2.59,1.2,3.23,0.93
2023-03-20,270.96,266.21,271.46,263.83,43466649,11820975616.0,2.79,-2.63,-7.2,0.58
2023-03-21,268.86,267.76,268.98,263.499,34558704,9412586752.0,2.06,0.58,1.55,0.46
2023-03-22,267.38,266.27,275.02,266.16,34873330,9624149760.0,3.31,-0.56,-1.49,0.47
2023-03-23,271.92,271.64,275.04,269.18,36610879,10187297024.0,2.2,2.02,5.37,0.49
2023-03-24,271.22,274.55,274.61,269.26,28199962,7857234944.0,1.97,1.07,2.91,0.38
2023-03-27,274.48,270.36,275.439,269.5,26840212,7451469824.0,2.16,-1.53,-4.19,0.36
2023-03-28,269.77,269.21,270.12,266.025,21878647,5990135040.0,1.51,-0.43,-1.15,0.29
2023-03-29,272.94,274.49,275.12,272.39,25087032,7022226944.0,1.01,1.96,5.28,0.34
2023-03-30,278.21,278.03,278.44,275.46,25053410,7094277888.0,1.09,1.29,3.54,0.34
2023-03-31,277.71,282.28,283.25,276.98,32765976,9387991296.0,2.26,1.53,4.25,0.44
2023-04-03,280.5,281.21,282.25,277.93,24883342,7123455744.0,1.53,-0.38,-1.07,0.33
2023-04-04,281.21,281.16,284.43,279.65,25824299,7435435520.0,1.7,-0.02,-0.05,0.35
2023-04-05,279.83,278.32,281.13,276.9,22064770,6275004928.0,1.5,-1.01,-2.84,0.3
2023-04-06,277.19,285.58,286.06,276.01,29770334,8596109056.0,3.61,2.61,7.26,0.4
2023-04-10,283.188,283.37,283.58,278.69,23102994,6646057216.0,1.71,-0.77,-2.21,0.31
2023-04-11,279.73,276.81,279.96,275.62,27276589,7726144512.0,1.53,-2.31,-6.56,0.37
2023-04-12,278.77,277.47,280.99,275.94,27403432,7795779584.0,1.82,0.24,0.66,0.37
2023-04-13,277.57,283.82,283.88,277.15,24222678,6979337984.0,2.43,2.29,6.35,0.33
2023-04-14,280.98,280.12,282.46,277.67,20987917,6001352448.0,1.69,-1.3,-3.7,0.28
2023-04-17,283.91,282.78,285.58,280.14,23836223,6869178368.0,1.94,0.95,2.66,0.32
2023-04-18,285.55,282.35,285.735,280.99,20161845,5815715840.0,1.68,-0.15,-0.43,0.27
2023-04-19,279.97,282.43,283.03,278.52,17150271,4930557696.0,1.6,0.03,0.08,0.23
2023-04-20,279.23,280.09,283.01,279.06,23244363,6663694336.0,1.4,-0.83,-2.34,0.31
2023-04-21,278.99,279.74,280.25,277.041,21676387,6179654656.0,1.15,-0.12,-0.35,0.29
2023-04-24,276.07,275.75,278.93,272.7,26611014,7495155456.0,2.23,-1.43,-3.99,0.36
2023-04-25,273.49,269.4,275.58,269.35,45772236,12704393216.0,2.26,-2.3,-6.35,0.62
2023-04-26,290.68,289.35,293.55,286.71,64599182,19120908288.0,2.54,7.41,19.95,0.87
2023-04-27,289.95,298.81,299.18,289.23,46462638,14060179712.0,3.44,3.27,9.46,0.62
2023-04-28,297.99,301.24,302.91,297.29,36469613,11169214976.0,1.88,0.81,2.43,0.49
2023-05-01,300.95,299.54,302.58,299.13,21294115,6529250816.0,1.15,-0.56,-1.7,0.29
2023-05-02,301.74,299.39,303.16,297.89,26404431,8081842688.0,1.76,-0.05,-0.15,0.36
2023-05-03,300.6,298.38,302.59,298.07,22360754,6836562688.0,1.51,-0.34,-1.01,0.3
2023-05-04,300.22,299.39,301.743,297.38,22519907,6886376192.0,1.46,0.34,1.01,0.3
2023-05-05,299.7,304.63,305.95,298.25,28197052,8726858496.0,2.57,1.75,5.24,0.38
2023-05-08,304.11,302.63,304.18,300.07,21318613,6568195584.0,1.35,-0.66,-2.0,0.29
2023-05-09,301.98,300.98,304.02,300.29,21340829,6567484928.0,1.23,-0.55,-1.65,0.29
2023-05-10,302.6,306.29,306.98,301.65,30078044,9353675008.0,1.77,1.76,5.31,0.4
2023-05-11,304.08,304.09,305.1,300.24,31680179,9794821120.0,1.59,-0.72,-2.2,0.43
2023-05-12,304.53,302.95,304.63,300.58,19774696,6094926592.0,1.33,-0.37,-1.14,0.27
2023-05-15,303.075,303.44,303.885,301.57,16336547,5049105408.0,0.76,0.16,0.49,0.22
2023-05-16,303.81,305.72,307.69,303.81,26730347,8351950592.0,1.28,0.75,2.28,0.36
2023-05-17,306.95,308.66,309.09,305.4,24315012,7613725696.0,1.21,0.96,2.94,0.33
2023-05-18,309.19,313.18,313.7,308.38,27275991,8648437760.0,1.72,1.46,4.52,0.37
2023-05-19,311.4,313.0,313.41,311.03,27546701,8753026304.0,0.76,-0.06,-0.18,0.37
2023-05-22,313.26,315.84,317.25,312.67,24115664,7738197504.0,1.46,0.91,2.84,0.32
2023-05-23,314.69,309.92,317.38,309.91,30797173,9786416384.0,2.37,-1.87,-5.92,0.41
2023-05-24,309.39,308.51,311.16,307.27,23384887,7343641600.0,1.26,-0.45,-1.41,0.31
2023-05-25,317.9,320.58,321.56,314.66,43301743,14043514112.0,2.24,3.91,12.07,0.58
2023-05-26,318.68,327.55,328.06,318.54,36630633,12121447936.0,2.97,2.17,6.97,0.49
2023-05-30,329.89,325.87,330.4,325.18,29503070,9803582464.0,1.59,-0.51,-1.68,0.4
2023-05-31,326.95,323.05,330.6,321.99,45950553,15163133440.0,2.64,-0.87,-2.82,0.62
2023-06-01,320.59,327.24,328.19,319.38,26773851,8849211904.0,2.73,1.3,4.19,0.36
2023-06-02,328.907,330.06,332.16,327.21,25873769,8667355136.0,1.51,0.86,2.82,0.35
2023-06-05,329.88,330.6,333.22,329.32,21307053,7174483200.0,1.18,0.16,0.54,0.29
2023-06-06,329.99,328.34,330.03,326.83,20396223,6806608896.0,0.97,-0.68,-2.26,0.27
2023-06-07,326.31,318.04,329.15,317.16,40717129,13263337216.0,3.65,-3.14,-10.3,0.55
2023-06-08,318.595,319.92,321.3,318.01,23277708,7566604032.0,1.03,0.59,1.88,0.31
2023-06-09,319.65,321.45,324.65,319.07,22528950,7374312448.0,1.74,0.48,1.53,0.3
2023-06-12,323.24,326.51,326.76,319.82,24306753,8011374336.0,2.16,1.57,5.06,0.33
2023-06-13,329.125,328.95,331.64,325.05,22951279,7653711872.0,2.02,0.75,2.44,0.31
2023-06-14,329.0,332.0,333.7,327.47,26003791,8748821248.0,1.89,0.93,3.05,0.35
2023-06-15,332.14,342.76,344.5,331.86,38899075,13436692480.0,3.81,3.24,10.76,0.52
2023-06-16,345.98,336.99,346.13,336.61,46551985,16113768192.0,2.78,-1.68,-5.77,0.63
2023-06-20,333.97,332.71,336.74,330.52,26375407,8921892608.0,1.85,-1.27,-4.28,0.35
2023-06-21,331.03,328.22,332.39,326.73,25117799,8390583040.0,1.7,-1.35,-4.49,0.34
2023-06-22,328.78,334.37,334.78,328.0,23556764,7956340224.0,2.07,1.87,6.15,0.32
2023-06-23,329.02,329.68,332.62,328.11,23146901,7767741952.0,1.35,-1.4,-4.69,0.31
2023-06-26,328.38,323.26,330.77,323.15,21520582,7121917184.0,2.31,-1.95,-6.42,0.29
2023-06-27,326.52,329.23,330.81,323.96,24354110,8119747584.0,2.12,1.85,5.97,0.33
2023-06-28,329.32,330.51,332.64,328.47,20259523,6801117184.0,1.27,0.39,1.28,0.27
2023-06-29,329.37,329.71,330.77,327.28,16997042,5687504640.0,1.06,-0.24,-0.8,0.23
2023-06-30,332.41,335.2,337.39,331.86,26832756,9140765184.0,1.68,1.67,5.49,0.36
2023-07-03,333.85,332.65,335.56,331.231,12508692,4227812816.0,1.29,-0.76,-2.55,0.17
2023-07-05,329.75,332.81,336.31,329.388,18172378,6153766144.0,2.08,0.05,0.16,0.24
2023-07-06,331.96,335.93,337.65,330.16,28195534,9588221440.0,2.25,0.94,3.12,0.38
2023-07-07,333.98,331.88,336.45,331.66,21214824,7193393152.0,1.43,-1.21,-4.05,0.29
2023-07-10,329.26,326.49,329.89,322.25,32791449,10851051520.0,2.3,-1.62,-5.39,0.44
2023-07-11,325.72,327.13,327.52,321.66,26698218,8828027392.0,1.79,0.2,0.64,0.36
2023-07-12,331.26,331.86,336.312,330.33,29995262,10139275008.0,1.83,1.45,4.73,0.4
2023-07-13,334.22,337.32,338.4,333.68,20567159,7026240000.0,1.42,1.65,5.46,0.28
2023-07-14,342.25,339.9,346.09,338.97,28352729,9853034496.0,2.11,0.76,2.58,0.38
2023-07-17,340.338,340.39,341.65,336.86,20363927,7032486144.0,1.41,0.14,0.49,0.27
2023-07-18,340.49,354.15,361.44,336.83,64872705,23260261120.0,7.23,4.04,13.76,0.87
2023-07-19,356.41,349.74,357.12,347.095,39732901,14184768512.0,2.83,-1.25,-4.41,0.53
2023-07-20,348.23,341.53,352.63,340.03,33778395,11796755200.0,3.6,-2.35,-8.21,0.45
2023-07-21,343.81,338.43,344.96,334.49,69405382,23913372416.0,3.07,-0.91,-3.1,0.93
2023-07-24,340.51,339.77,341.58,336.97,26719207,9212190976.0,1.36,0.4,1.34,0.36
2023-07-25,341.77,345.64,346.55,339.73,41637739,14549375744.0,2.01,1.73,5.87,0.56
2023-07-26,336.1,332.43,339.33,327.77,58383702,19684141312.0,3.34,-3.82,-13.21,0.79
2023-07-27,335.14,325.38,335.99,323.71,39635262,13261951488.0,3.69,-2.12,-7.05,0.53
2023-07-28,328.33,333.03,334.67,327.83,28484868,9612440320.0,2.1,2.35,7.65,0.38
2023-07-31,331.58,330.58,332.355,328.02,25446022,8527981056.0,1.3,-0.74,-2.45,0.34
2023-08-01,329.85,331.0,333.2,328.36,18381253,6184204544.0,1.46,0.13,0.42,0.25
2023-08-02,328.29,322.16,328.29,321.015,27761257,9127832832.0,2.2,-2.67,-8.84,0.37
2023-08-03,320.66,321.32,324.54,320.61,18360352,6015890944.0,1.22,-0.26,-0.84,0.25
2023-08-04,326.54,322.44,329.8,321.9,23741484,7857335552.0,2.46,0.35,1.12,0.32
2023-08-07,323.03,324.77,325.77,322.18,17741526,5845483776.0,1.11,0.72,2.33,0.24
2023-08-08,321.62,320.71,323.41,317.66,22327574,7258283520.0,1.77,-1.25,-4.06,0.3
2023-08-09,321.13,316.89,321.77,315.71,22373268,7236211968.0,1.89,-1.19,-3.82,0.3
2023-08-10,320.675,317.59,322.92,315.84,20113725,6519970304.0,2.23,0.22,0.7,0.27
2023-08-11,314.92,315.67,317.07,313.87,24355491,7813006080.0,1.01,-0.6,-1.92,0.33
2023-08-14,316.05,318.7,318.72,314.74,18836139,6077556224.0,1.26,0.96,3.03,0.25
2023-08-15,317.66,316.52,319.75,315.563,16966285,5479792384.0,1.31,-0.68,-2.18,0.23
2023-08-16,316.14,315.74,319.76,315.144,20698864,6656651264.0,1.46,-0.25,-0.78,0.28
2023-08-17,315.88,312.22,317.21,311.55,21257161,6767069952.0,1.79,-1.11,-3.52,0.29
2023-08-18,309.83,311.82,313.72,306.891,24755012,7804760576.0,2.19,-0.13,-0.4,0.33
2023-08-21,313.27,317.22,318.11,312.38,24039956,7709952256.0,1.84,1.73,5.4,0.32
2023-08-22,320.84,317.8,321.415,316.8,16102024,5207851520.0,1.45,0.18,0.58,0.22
2023-08-23,319.16,322.34,324.54,318.8,21166382,6924760320.0,1.81,1.43,4.54,0.28
2023-08-24,328.19,315.31,328.32,315.3,23281434,7523379456.0,4.04,-2.18,-7.03,0.31
2023-08-25,316.81,318.32,320.7,314.14,21684104,6984347136.0,2.08,0.95,3.01,0.29
2023-08-28,321.0,319.04,321.49,317.062,14808482,4789086208.0,1.39,0.23,0.72,0.2
2023-08-29,317.22,323.75,324.324,317.22,19284590,6308689408.0,2.23,1.48,4.71,0.26
2023-08-30,324.01,324.13,325.15,321.785,15222110,5001051904.0,1.04,0.12,0.38,0.2
2023-08-31,324.54,323.1,326.25,322.12,26410954,8665401088.0,1.27,-0.32,-1.03,0.36
2023-09-01,326.65,324.0,327.33,322.12,14942024,4909955072.0,1.61,0.28,0.9,0.2
2023-09-05,324.34,328.89,330.19,324.0,18553859,6171595008.0,1.91,1.51,4.89,0.25
2023-09-06,328.72,328.22,329.8,325.52,17535773,5826227200.0,1.3,-0.2,-0.67,0.24
2023-09-07,326.63,325.25,328.42,324.37,18380995,6077217024.0,1.23,-0.9,-2.97,0.25
2023-09-08,325.43,329.61,331.5,324.8,19548165,6537171200.0,2.06,1.34,4.36,0.26
2023-09-11,332.58,333.28,333.76,330.77,16583324,5593724416.0,0.91,1.11,3.67,0.22
2023-09-12,331.155,327.11,332.13,326.82,17565482,5848595200.0,1.59,-1.85,-6.17,0.24
2023-09-13,326.65,331.4,332.19,326.51,16544412,5546694656.0,1.74,1.31,4.29,0.22
2023-09-14,334.488,334.04,336.2,331.91,20267048,6870717696.0,1.29,0.8,2.64,0.27
2023-09-15,332.26,325.56,332.738,324.99,37679792,12533367040.0,2.32,-2.54,-8.48,0.51
2023-09-18,323.14,324.4,325.74,321.7,16834208,5532668928.0,1.24,-0.36,-1.16,0.23
2023-09-19,321.51,323.99,324.73,319.85,16514487,5403574272.0,1.5,-0.13,-0.41,0.22
2023-09-20,324.85,316.11,324.93,315.85,21436525,6958471168.0,2.8,-2.43,-7.88,0.29
2023-09-21,314.6,314.87,320.69,310.34,35560362,11414379264.0,3.27,-0.39,-1.24,0.48
2023-09-22,316.66,312.35,316.79,311.49,21447887,6829217536.0,1.68,-0.8,-2.52,0.29
2023-09-25,311.93,312.88,313.01,310.34,17835964,5645271296.0,0.85,0.17,0.53,0.24
2023-09-26,310.47,307.48,311.22,305.36,26297573,8207269632.0,1.87,-1.73,-5.4,0.35
2023-09-27,307.64,308.13,309.639,305.03,19410082,6053925888.0,1.5,0.21,0.65,0.26
2023-09-28,306.33,308.98,310.82,304.79,19683564,6156536064.0,1.96,0.28,0.85,0.26
2023-09-29,313.09,311.09,314.81,310.32,24147298,7647059712.0,1.45,0.68,2.11,0.33
2023-10-02,311.62,317.14,317.228,310.52,20570006,6571983104.0,2.16,1.94,6.05,0.28
2023-10-03,316.17,308.73,316.73,306.555,21033492,6611677440.0,3.21,-2.65,-8.41,0.28
2023-10-04,309.37,314.295,315.38,309.34,20720144,6588719104.0,1.96,1.8,5.565,0.28
2023-10-05,314.43,314.7,315.32,310.24,16965629,5394158336.0,1.62,0.13,0.405,0.23
2023-10-06,311.89,322.6,324.53,311.64,25673630,8346029312.0,4.1,2.51,7.9,0.35
2023-10-09,320.09,325.16,325.64,318.52,19891180,6524408320.0,2.21,0.79,2.56,0.27
2023-10-10,326.3,323.73,326.44,323.01,20557094,6767054080.0,1.05,-0.44,-1.43,0.28
2023-10-11,326.55,327.76,328.16,324.48,20063246,6651719424.0,1.14,1.24,4.03,0.27
2023-10-12,325.905,326.5,328.97,324.06,19313098,6400561152.0,1.5,-0.38,-1.26,0.26
2023-10-13,327.72,323.07,329.17,321.7,21085695,6941704704.0,2.29,-1.05,-3.43,0.28
2023-10-16,326.39,327.98,331.48,325.94,22158048,7385498112.0,1.71,1.52,4.91,0.3
2023-10-17,324.93,327.4,328.8,322.75,18338523,6073726208.0,1.84,-0.18,-0.58,0.25
2023-10-18,327.83,325.45,330.93,323.64,23153602,7682172160.0,2.23,-0.6,-1.95,0.31
2023-10-19,327.49,326.66,332.22,326.25,25052071,8348186368.0,1.83,0.37,1.21,0.34
2023-10-20,327.06,322.01,327.26,320.79,25027715,8208558848.0,1.98,-1.42,-4.65,0.34
2023-10-23,320.81,324.66,328.065,319.73,24374748,8023719168.0,2.59,0.82,2.65,0.33
2023-10-24,326.64,325.87,327.18,322.94,31153571,10292917760.0,1.31,0.37,1.21,0.42
2023-10-25,340.36,336.01,341.54,332.96,55053828,18767171328.0,2.63,3.11,10.14,0.74
2023-10-26,335.88,323.23,336.97,322.28,37828543,12526968064.0,4.37,-3.8,-12.78,0.51
2023-10-27,325.765,325.15,332.06,323.741,29856522,9902661632.0,2.57,0.59,1.92,0.4
2023-10-30,328.75,332.65,334.79,327.17,22828082,7678644992.0,2.34,2.31,7.5,0.31
2023-10-31,334.19,333.45,334.34,330.03,20265282,6833281024.0,1.3,0.24,0.8,0.27
2023-11-01,335.13,341.41,342.76,334.99,28158819,9714888960.0,2.33,2.39,7.96,0.38
2023-11-02,342.58,343.66,344.17,340.11,24348072,8462130176.0,1.19,0.66,2.25,0.33
2023-11-03,344.97,348.14,349.73,342.67,23637673,8319172352.0,2.05,1.3,4.48,0.32
2023-11-06,348.79,351.87,352.88,348.69,23828301,8482759680.0,1.2,1.07,3.73,0.32
2023-11-07,354.74,355.87,357.8,352.97,25833931,9317629696.0,1.37,1.14,4.0,0.35
2023-11-08,357.02,358.54,359.21,355.89,26767828,9701414400.0,0.93,0.75,2.67,0.36
2023-11-09,357.64,356.03,360.13,355.702,24847331,8997013248.0,1.24,-0.7,-2.51,0.33
2023-11-10,356.83,365.01,365.44,356.41,28065164,10319657728.0,2.54,2.52,8.98,0.38
2023-11-13,363.56,362.02,363.81,361.24,19986506,7337744896.0,0.7,-0.82,-2.99,0.27
2023-11-14,366.35,365.61,367.29,362.685,27683862,10249132800.0,1.27,0.99,3.59,0.37
2023-11-15,367.37,365.76,369.22,363.2,26860095,9932410624.0,1.65,0.04,0.15,0.36
2023-11-16,367.05,372.26,372.44,366.27,27182315,10189134592.0,1.69,1.78,6.5,0.37
2023-11-17,369.7,365.94,370.46,363.09,40325371,14950975232.0,1.98,-1.7,-6.32,0.54
2023-11-20,367.31,373.53,374.96,367.09,52528964,19749524736.0,2.15,2.07,7.59,0.71
2023-11-21,371.76,369.16,372.312,367.21,28423145,10601098496.0,1.37,-1.17,-4.37,0.38
2023-11-22,374.09,373.94,375.88,371.055,23361184,8828631808.0,1.31,1.29,4.78,0.31
2023-11-24,373.42,373.52,374.06,371.225,10176649,3834183408.0,0.76,-0.11,-0.42,0.14
2023-11-27,372.87,374.7,376.73,372.29,22179228,8397445376.0,1.19,0.32,1.18,0.3
2023-11-28,374.44,378.79,379.09,374.25,20453112,7804336896.0,1.29,1.09,4.09,0.28
2023-11-29,379.85,374.94,380.39,373.53,28963399,10994081280.0,1.81,-1.02,-3.85,0.39
2023-11-30,374.58,375.0,376.18,371.56,30554415,11554755328.0,1.23,0.02,0.06,0.41
2023-12-01,372.85,370.6,374.25,367.4,33040472,12355411712.0,1.83,-1.17,-4.4,0.44
2023-12-04,365.19,365.23,365.61,358.99,32063305,11772818688.0,1.79,-1.45,-5.37,0.43
2023-12-05,362.54,368.61,369.165,361.711,23065035,8561977600.0,2.04,0.93,3.38,0.31
2023-12-06,369.63,364.89,370.27,364.12,21182072,7836673792.0,1.67,-1.01,-3.72,0.29
2023-12-07,364.32,367.04,367.543,362.41,23118864,8551583232.0,1.41,0.59,2.15,0.31
2023-12-08,365.29,370.32,370.55,364.32,20154366,7512310784.0,1.7,0.89,3.28,0.27
2023-12-11,364.57,367.39,367.69,362.19,27708757,10237192448.0,1.49,-0.79,-2.93,0.37
2023-12-12,366.94,370.47,370.51,366.55,24838253,9257507328.0,1.08,0.84,3.08,0.33
2023-12-13,372.11,370.46,373.726,366.86,30955531,11590937088.0,1.85,0.0,-0.01,0.42
2023-12-14,369.4,362.02,369.85,360.22,43277461,15892251136.0,2.6,-2.28,-8.44,0.58
2023-12-15,362.94,366.82,368.49,362.37,78502324,29036989184.0,1.69,1.33,4.8,1.06
2023-12-18,365.54,368.74,369.09,364.77,21802878,8104632576.0,1.18,0.52,1.92,0.29
2023-12-19,367.58,369.35,369.35,365.93,20603658,7668798720.0,0.93,0.17,0.61,0.28
2023-12-20,371.09,366.71,372.12,366.62,26316650,9816604160.0,1.49,-0.71,-2.64,0.35
2023-12-21,368.65,369.63,370.5,366.13,17708006,6592586496.0,1.19,0.8,2.92,0.24
2023-12-22,369.77,370.67,371.27,368.8,17107484,6404358656.0,0.67,0.28,1.04,0.23
2023-12-26,371.09,370.75,373.03,369.59,12673050,4748777984.0,0.93,0.02,0.08,0.17
2023-12-27,369.78,370.16,371.15,368.902,14905412,5571435264.0,0.61,-0.16,-0.59,0.2
2023-12-28,371.46,371.37,372.548,370.25,14327013,5378897152.0,0.62,0.33,1.21,0.19
2023-12-29,372.09,372.13,373.25,369.57,18730838,7040334336.0,0.99,0.2,0.76,0.25
2024-01-02,369.95,366.96,371.99,362.861,25258633,9347782912.0,2.45,-1.39,-5.17,0.34
2024-01-03,365.1,366.69,369.346,364.6,23083465,8567993344.0,1.29,-0.07,-0.27,0.31
2024-01-04,366.755,364.03,369.19,363.26,20901502,7727202816.0,1.62,-0.73,-2.66,0.28
2024-01-05,365.06,363.84,368.15,362.59,21004575,7748403968.0,1.53,-0.05,-0.19,0.28
2024-01-08,365.39,370.78,371.29,365.1,23133967,8629157120.0,1.7,1.91,6.94,0.31
2024-01-09,368.1,371.88,372.08,367.28,20829953,7800315648.0,1.29,0.3,1.1,0.28
2024-01-10,372.46,378.86,380.26,372.41,25514245,9736226816.0,2.11,1.88,6.98,0.34
2024-01-11,382.09,380.72,386.77,376.47,27850846,10712488704.0,2.72,0.49,1.86,0.37
2024-01-12,381.58,384.56,384.77,380.74,21661153,8392149504.0,1.06,1.01,3.84,0.29
2024-01-16,389.75,386.36,390.12,383.713,27202268,10628314368.0,1.67,0.47,1.8,0.37
2024-01-17,384.07,385.56,386.2,380.9,22234108,8631205632.0,1.37,-0.21,-0.8,0.3
2024-01-18,387.81,389.96,390.08,386.21,23392068,9184991744.0,1.0,1.14,4.4,0.31
2024-01-19,391.85,394.76,394.76,389.59,29331136,11632886784.0,1.33,1.23,4.8,0.39
2024-01-22,396.11,392.6,396.71,389.68,27016902,10722427136.0,1.78,-0.55,-2.16,0.36
2024-01-23,391.84,394.99,395.47,390.02,20525882,8152087296.0,1.39,0.61,2.39,0.28
2024-01-24,397.63,398.65,401.72,396.54,24866953,10024765440.0,1.31,0.93,3.66,0.33
2024-01-25,400.41,400.96,403.1,398.619,21021155,8510324736.0,1.12,0.58,2.31,0.28
2024-01-26,400.46,400.02,402.26,398.52,17803271,7193318144.0,0.93,-0.23,-0.94,0.24
2024-01-29,402.15,405.81,406.07,400.42,24510236,10000121600.0,1.41,1.45,5.79,0.33
2024-01-30,408.35,404.68,409.14,402.54,33477610,13699743744.0,1.63,-0.28,-1.13,0.45
2024-01-31,403.05,393.67,411.41,393.3,47871097,19299199744.0,4.48,-2.72,-11.01,0.64
2024-02-01,397.92,399.87,404.09,397.89,30657726,12402541824.0,1.57,1.57,6.2,0.41
2024-02-02,399.9,407.31,408.74,399.65,28256670,11581123840.0,2.27,1.86,7.44,0.38
2024-02-05,405.99,401.74,407.25,400.08,25352286,10299411456.0,1.76,-1.37,-5.57,0.34
2024-02-06,401.97,401.58,404.06,399.0,18382624,7442750720.0,1.26,-0.04,-0.16,0.25
2024-02-07,403.53,410.14,410.39,403.49,22340526,9204941824.0,1.72,2.13,8.56,0.3
2024-02-08,410.14,410.2,411.65,408.62,21225257,8783350272.0,0.74,0.01,0.06,0.29
2024-02-09,411.34,416.64,416.91,411.18,22032844,9237480704.0,1.4,1.57,6.44,0.3
2024-02-12,416.645,411.35,416.83,410.84,21202921,8837653504.0,1.44,-1.27,-5.29,0.29
2024-02-13,401.03,402.41,406.161,399.48,27824936,11316275200.0,1.62,-2.17,-8.94,0.37
2024-02-14,404.91,406.33,406.68,401.41,20401190,8312033280.0,1.31,0.97,3.92,0.27
